Gender,Rhythm1,Rhythm2,Rtotal,CTest1,CTest2,Penalty1,Penalty2,CoorScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PHB1,PHV1,PHA1,PH2,PHB2,PHV2,PHA2,PH3,PHB3,PHV3,PHA3,PH4,PHB4,PHV4,PHA4,PH5,PHB5,PHV5,PHA5,R1,RB1,RV1,RA1,R2,RB2,RV2,RA2,R3,RB3,RV3,RA3,R4,RB4,RV4,RA4,S1,SB1,SV1,SA1,S2,SB2,SV2,SA2,S3,SB3,SV3,SA3,S4,SB4,SV4,SA4,PS1,PSB1,PSV1,PSA1,PS2,PSB2,PSV2,PSA2,PS3,PSB3,PSV3,PSA3,PS4,PSB4,PSV4,PSA4,Branch
0,8,6,14,30.92,29.44,0,0,39.14,27.77,23.84,2.03,4.61,10.85,1,0.112,0.1026,0.1353,2,0.24,0.2204,0.2296,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,2,0.0896,0.1088,0.09,1,0.0616,0.0672,0.084,2,0.14,0.1728,0.102,5,0.2205,0.196,0.132,3,0.1638,0.0546,0.0594,5,0.2835,0.147,0.198,5,0.273,0.266,0.121,4,0.154,0.2368,0.2736,5,0.1045,0.144,0.18,4,0.088,0.1408,0.1224,4,0.1144,0.1472,0.18,O
1,6,4,10,25.92,26.34,0,0,39.1,38.44,36.54,3.89,4.38,7.51,2,0.224,0.2052,0.2706,1,0.12,0.1102,0.1148,5,0.16,0.171,0.1435,3,0.156,0.171,0.1722,4,0.336,0.304,0.2952,2,0.2072,0.224,0.24,5,0.224,0.272,0.225,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,1,0.0441,0.0392,0.0264,3,0.1638,0.0546,0.0594,1,0.0567,0.0294,0.0396,2,0.1092,0.1064,0.0484,3,0.1155,0.1776,0.2052,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,3,0.0858,0.1104,0.135,O
1,8,7,15,26.4,25.92,1,0,39.09,41.38,42.38,5.14,3.93,12.89,5,0.56,0.513,0.6765,5,0.6,0.551,0.574,4,0.128,0.1368,0.1148,2,0.104,0.114,0.1148,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,3,0.1344,0.1632,0.135,5,0.308,0.336,0.42,4,0.28,0.3456,0.204,1,0.0441,0.0392,0.0264,1,0.0546,0.0182,0.0198,4,0.2268,0.1176,0.1584,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,1,0.0209,0.0288,0.036,5,0.11,0.176,0.153,4,0.1144,0.1472,0.18,V
0,7,8,15,27.92,28.27,0,0,38.92,32.89,24.6,4.14,4.38,11.57,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,5,0.42,0.38,0.369,2,0.2072,0.224,0.24,2,0.0896,0.1088,0.09,4,0.2464,0.2688,0.336,5,0.35,0.432,0.255,1,0.0441,0.0392,0.0264,5,0.273,0.091,0.099,3,0.1701,0.0882,0.1188,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,4,0.0836,0.1152,0.144,4,0.088,0.1408,0.1224,5,0.143,0.184,0.225,B
0,7,7,14,30.3,29.51,0,0,38.92,30.28,32.01,3.42,4.54,11.76,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,2,0.064,0.0684,0.0574,2,0.104,0.114,0.1148,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,4,0.1792,0.2176,0.18,2,0.1232,0.1344,0.168,5,0.35,0.432,0.255,2,0.0882,0.0784,0.0528,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,3,0.1638,0.1596,0.0726,3,0.1155,0.1776,0.2052,2,0.0418,0.0576,0.072,5,0.11,0.176,0.153,4,0.1144,0.1472,0.18,V
0,7,7,14,29.55,29.61,0,0,38.78,31.14,28.6,3.14,4.45,12.95,2,0.224,0.2052,0.2706,3,0.36,0.3306,0.3444,1,0.032,0.0342,0.0287,1,0.052,0.057,0.0574,5,0.42,0.38,0.369,5,0.518,0.56,0.6,3,0.1344,0.1632,0.135,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,4,0.2268,0.1176,0.1584,2,0.1092,0.1064,0.0484,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,2,0.0572,0.0736,0.09,B
1,4,5,9,27.25,26.05,1,0,38.59,51.95,49.74,8.18,3.92,13.07,3,0.336,0.3078,0.4059,5,0.6,0.551,0.574,4,0.128,0.1368,0.1148,4,0.208,0.228,0.2296,4,0.336,0.304,0.2952,2,0.2072,0.224,0.24,4,0.1792,0.2176,0.18,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,4,0.2268,0.1176,0.1584,2,0.1092,0.1064,0.0484,2,0.077,0.1184,0.1368,1,0.0209,0.0288,0.036,5,0.11,0.176,0.153,1,0.0286,0.0368,0.045,B
1,7,8,15,31.05,28.18,0,0,38.08,36.54,49.74,7.24,4.16,10.91,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,5,0.16,0.171,0.1435,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,3,0.1848,0.2016,0.252,2,0.14,0.1728,0.102,3,0.1323,0.1176,0.0792,4,0.2184,0.0728,0.0792,3,0.1701,0.0882,0.1188,2,0.1092,0.1064,0.0484,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,2,0.044,0.0704,0.0612,3,0.0858,0.1104,0.135,B
1,8,7,15,26.53,26.21,0,0,37.98,37.49,39.41,4.2,4.09,10.96,4,0.448,0.4104,0.5412,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,1,0.084,0.076,0.0738,4,0.4144,0.448,0.48,2,0.0896,0.1088,0.09,3,0.1848,0.2016,0.252,1,0.07,0.0864,0.051,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,5,0.273,0.266,0.121,4,0.154,0.2368,0.2736,3,0.0627,0.0864,0.108,3,0.066,0.1056,0.0918,4,0.1144,0.1472,0.18,V
1,7,4,11,26.4,25.4,0,0,37.82,37.49,47.58,6.37,3.8,14.57,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,2,0.064,0.0684,0.0574,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,4,0.2464,0.2688,0.336,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,4,0.2268,0.1176,0.1584,4,0.2184,0.2128,0.0968,5,0.1925,0.296,0.342,1,0.0209,0.0288,0.036,2,0.044,0.0704,0.0612,2,0.0572,0.0736,0.09,B
0,7,8,15,31.69,28.29,0,0,37.72,28.6,32.89,4.14,4.49,10.2,1,0.112,0.1026,0.1353,5,0.6,0.551,0.574,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,5,0.224,0.272,0.225,5,0.308,0.336,0.42,2,0.14,0.1728,0.102,3,0.1323,0.1176,0.0792,3,0.1638,0.0546,0.0594,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,1,0.0209,0.0288,0.036,4,0.088,0.1408,0.1224,1,0.0286,0.0368,0.045,O
1,4,4,8,33.47,26.3,3,0,37.61,42.38,41.38,5.14,4.32,8.26,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,2,0.104,0.114,0.1148,5,0.42,0.38,0.369,5,0.518,0.56,0.6,5,0.224,0.272,0.225,3,0.1848,0.2016,0.252,5,0.35,0.432,0.255,2,0.0882,0.0784,0.0528,5,0.273,0.091,0.099,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,5,0.143,0.184,0.225,B
0,7,7,14,32.12,28.34,0,0,37.55,36.54,50.84,10,4.11,15,4,0.448,0.4104,0.5412,3,0.36,0.3306,0.3444,4,0.128,0.1368,0.1148,3,0.156,0.171,0.1722,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,4,0.1792,0.2176,0.18,4,0.2464,0.2688,0.336,5,0.35,0.432,0.255,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,5,0.2835,0.147,0.198,5,0.273,0.266,0.121,5,0.1925,0.296,0.342,3,0.0627,0.0864,0.108,3,0.066,0.1056,0.0918,1,0.0286,0.0368,0.045,A
0,7,7,14,32.95,28.4,1,0,37.35,32.89,29.43,4.14,4.77,6.78,3,0.336,0.3078,0.4059,5,0.6,0.551,0.574,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,2,0.168,0.152,0.1476,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,4,0.2464,0.2688,0.336,4,0.28,0.3456,0.204,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,2,0.1092,0.1064,0.0484,1,0.0385,0.0592,0.0684,4,0.0836,0.1152,0.144,2,0.044,0.0704,0.0612,4,0.1144,0.1472,0.18,B
0,6,8,14,28.66,28.42,0,0,37.29,26.96,33.79,4.43,4.57,9.2,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,5,0.16,0.171,0.1435,2,0.104,0.114,0.1148,2,0.168,0.152,0.1476,3,0.3108,0.336,0.36,3,0.1344,0.1632,0.135,3,0.1848,0.2016,0.252,4,0.28,0.3456,0.204,1,0.0441,0.0392,0.0264,4,0.2184,0.0728,0.0792,1,0.0567,0.0294,0.0396,4,0.2184,0.2128,0.0968,1,0.0385,0.0592,0.0684,1,0.0209,0.0288,0.036,5,0.11,0.176,0.153,4,0.1144,0.1472,0.18,V
1,6,8,14,26.64,25.53,0,0,37.27,35.61,40.39,4.06,4.14,9.55,5,0.56,0.513,0.6765,2,0.24,0.2204,0.2296,1,0.032,0.0342,0.0287,3,0.156,0.171,0.1722,2,0.168,0.152,0.1476,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,2,0.1232,0.1344,0.168,5,0.35,0.432,0.255,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,2,0.1092,0.1064,0.0484,2,0.077,0.1184,0.1368,4,0.0836,0.1152,0.144,3,0.066,0.1056,0.0918,3,0.0858,0.1104,0.135,A
1,8,7,15,29.06,26.41,0,0,37.19,44.42,44.42,5.79,3.95,12.69,3,0.336,0.3078,0.4059,5,0.6,0.551,0.574,3,0.096,0.1026,0.0861,3,0.156,0.171,0.1722,4,0.336,0.304,0.2952,3,0.3108,0.336,0.36,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,2,0.14,0.1728,0.102,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,4,0.2268,0.1176,0.1584,2,0.1092,0.1064,0.0484,2,0.077,0.1184,0.1368,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,2,0.0572,0.0736,0.09,A
1,4,7,11,28.22,26.41,1,0,37.18,34.69,34.69,2.71,4.46,6.53,3,0.336,0.3078,0.4059,1,0.12,0.1102,0.1148,2,0.064,0.0684,0.0574,1,0.052,0.057,0.0574,3,0.252,0.228,0.2214,2,0.2072,0.224,0.24,3,0.1344,0.1632,0.135,2,0.1232,0.1344,0.168,1,0.07,0.0864,0.051,3,0.1323,0.1176,0.0792,1,0.0546,0.0182,0.0198,3,0.1701,0.0882,0.1188,3,0.1638,0.1596,0.0726,1,0.0385,0.0592,0.0684,1,0.0209,0.0288,0.036,4,0.088,0.1408,0.1224,1,0.0286,0.0368,0.045,O
0,7,7,14,28.47,29.61,0,1,37.15,30.28,32.89,4.14,4.6,8.8,5,0.56,0.513,0.6765,2,0.24,0.2204,0.2296,5,0.16,0.171,0.1435,5,0.26,0.285,0.287,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,4,0.2464,0.2688,0.336,1,0.07,0.0864,0.051,2,0.0882,0.0784,0.0528,5,0.273,0.091,0.099,2,0.1134,0.0588,0.0792,3,0.1638,0.1596,0.0726,2,0.077,0.1184,0.1368,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,5,0.143,0.184,0.225,A
0,5,4,9,31.37,30.1,1,0,37.05,36.54,34.69,4.92,4.57,11.34,2,0.224,0.2052,0.2706,5,0.6,0.551,0.574,2,0.064,0.0684,0.0574,4,0.208,0.228,0.2296,5,0.42,0.38,0.369,4,0.4144,0.448,0.48,4,0.1792,0.2176,0.18,2,0.1232,0.1344,0.168,1,0.07,0.0864,0.051,1,0.0441,0.0392,0.0264,4,0.2184,0.0728,0.0792,3,0.1701,0.0882,0.1188,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,4,0.088,0.1408,0.1224,2,0.0572,0.0736,0.09,B
0,7,8,15,28.96,28.56,0,0,36.85,26.16,30.28,3.29,4.37,11.78,4,0.448,0.4104,0.5412,5,0.6,0.551,0.574,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,3,0.252,0.228,0.2214,4,0.4144,0.448,0.48,1,0.0448,0.0544,0.045,3,0.1848,0.2016,0.252,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,5,0.273,0.266,0.121,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,1,0.022,0.0352,0.0306,3,0.0858,0.1104,0.135,V
1,4,5,9,30.66,26.53,4,0,36.72,39.41,40.39,4.51,4,12.07,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,2,0.064,0.0684,0.0574,1,0.052,0.057,0.0574,1,0.084,0.076,0.0738,4,0.4144,0.448,0.48,1,0.0448,0.0544,0.045,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,4,0.2184,0.0728,0.0792,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,2,0.044,0.0704,0.0612,1,0.0286,0.0368,0.045,O
1,7,7,14,28.86,26.59,2,0,36.49,43.4,45.46,6.12,4.04,11.52,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,1,0.052,0.057,0.0574,3,0.252,0.228,0.2214,2,0.2072,0.224,0.24,5,0.224,0.272,0.225,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,3,0.1323,0.1176,0.0792,1,0.0546,0.0182,0.0198,4,0.2268,0.1176,0.1584,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,5,0.1045,0.144,0.18,5,0.11,0.176,0.153,2,0.0572,0.0736,0.09,V
1,8,6,14,26.64,26.84,0,0,36.3,29.43,38.44,3.89,4.04,11.53,1,0.112,0.1026,0.1353,3,0.36,0.3306,0.3444,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,2,0.168,0.152,0.1476,2,0.2072,0.224,0.24,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,1,0.0441,0.0392,0.0264,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,1,0.0546,0.0532,0.0242,3,0.1155,0.1776,0.2052,1,0.0209,0.0288,0.036,5,0.11,0.176,0.153,1,0.0286,0.0368,0.045,O
1,3,3,6,27.42,26.76,0,0,35.82,44.42,40.39,5.79,4.09,10.94,2,0.224,0.2052,0.2706,5,0.6,0.551,0.574,1,0.032,0.0342,0.0287,3,0.156,0.171,0.1722,2,0.168,0.152,0.1476,4,0.4144,0.448,0.48,3,0.1344,0.1632,0.135,2,0.1232,0.1344,0.168,4,0.28,0.3456,0.204,4,0.1764,0.1568,0.1056,4,0.2184,0.0728,0.0792,5,0.2835,0.147,0.198,3,0.1638,0.1596,0.0726,1,0.0385,0.0592,0.0684,4,0.0836,0.1152,0.144,1,0.022,0.0352,0.0306,3,0.0858,0.1104,0.135,B
1,5,7,12,26.81,30.13,1,2,35.66,41.38,43.4,5.47,4.11,10.77,3,0.336,0.3078,0.4059,2,0.24,0.2204,0.2296,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,4,0.336,0.304,0.2952,4,0.4144,0.448,0.48,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,4,0.28,0.3456,0.204,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,3,0.066,0.1056,0.0918,3,0.0858,0.1104,0.135,V
1,7,7,14,28.04,26.81,1,0,35.63,31.14,37.49,3.59,4.11,10.77,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,5,0.42,0.38,0.369,3,0.3108,0.336,0.36,5,0.224,0.272,0.225,3,0.1848,0.2016,0.252,2,0.14,0.1728,0.102,1,0.0441,0.0392,0.0264,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,2,0.1092,0.1064,0.0484,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,2,0.0572,0.0736,0.09,O
1,4,5,9,28.21,28.24,0,0,35.6,44.42,17.52,6.23,4.06,10.18,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,4,0.128,0.1368,0.1148,1,0.052,0.057,0.0574,2,0.168,0.152,0.1476,4,0.4144,0.448,0.48,2,0.0896,0.1088,0.09,1,0.0616,0.0672,0.084,1,0.07,0.0864,0.051,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,1,0.0546,0.0532,0.0242,5,0.1925,0.296,0.342,1,0.0209,0.0288,0.036,4,0.088,0.1408,0.1224,5,0.143,0.184,0.225,O
1,7,8,15,26.17,25.94,0,0,35.55,39.41,46.51,6.03,4.04,11,4,0.448,0.4104,0.5412,2,0.24,0.2204,0.2296,3,0.096,0.1026,0.0861,5,0.26,0.285,0.287,2,0.168,0.152,0.1476,4,0.4144,0.448,0.48,1,0.0448,0.0544,0.045,5,0.308,0.336,0.42,4,0.28,0.3456,0.204,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,4,0.1144,0.1472,0.18,A
1,2,2,4,-2,33.07,0,2,35.5,40.39,30.28,10,4.46,14.31,2,0.224,0.2052,0.2706,3,0.36,0.3306,0.3444,2,0.064,0.0684,0.0574,4,0.208,0.228,0.2296,4,0.336,0.304,0.2952,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,4,0.28,0.3456,0.204,3,0.1323,0.1176,0.0792,1,0.0546,0.0182,0.0198,2,0.1134,0.0588,0.0792,3,0.1638,0.1596,0.0726,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,2,0.0572,0.0736,0.09,V
0,8,7,15,30.74,30.6,0,0,35.46,31.14,29.43,3.14,4.69,9.92,5,0.56,0.513,0.6765,3,0.36,0.3306,0.3444,5,0.16,0.171,0.1435,1,0.052,0.057,0.0574,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,5,0.224,0.272,0.225,3,0.1848,0.2016,0.252,1,0.07,0.0864,0.051,2,0.0882,0.0784,0.0528,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,1,0.0546,0.0532,0.0242,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,2,0.044,0.0704,0.0612,1,0.0286,0.0368,0.045,B
1,5,5,10,27.65,25.99,1,0,35.38,44.42,45.46,5.69,3.93,12.66,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,2,0.064,0.0684,0.0574,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,4,0.2464,0.2688,0.336,3,0.21,0.2592,0.153,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,5,0.273,0.266,0.121,5,0.1925,0.296,0.342,3,0.0627,0.0864,0.108,4,0.088,0.1408,0.1224,4,0.1144,0.1472,0.18,V
0,8,7,15,34.23,30.64,3,0,35.33,23.84,30.28,2.85,4.3,14.77,5,0.56,0.513,0.6765,2,0.24,0.2204,0.2296,2,0.064,0.0684,0.0574,2,0.104,0.114,0.1148,1,0.084,0.076,0.0738,5,0.518,0.56,0.6,5,0.224,0.272,0.225,4,0.2464,0.2688,0.336,5,0.35,0.432,0.255,2,0.0882,0.0784,0.0528,5,0.273,0.091,0.099,2,0.1134,0.0588,0.0792,1,0.0546,0.0532,0.0242,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,4,0.088,0.1408,0.1224,5,0.143,0.184,0.225,A
0,3,4,7,31.15,29.11,1,0,35.09,39.41,36.54,6.27,4.69,7.79,4,0.448,0.4104,0.5412,3,0.36,0.3306,0.3444,4,0.128,0.1368,0.1148,3,0.156,0.171,0.1722,5,0.42,0.38,0.369,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,1,0.0616,0.0672,0.084,3,0.21,0.2592,0.153,1,0.0441,0.0392,0.0264,2,0.1092,0.0364,0.0396,2,0.1134,0.0588,0.0792,3,0.1638,0.1596,0.0726,2,0.077,0.1184,0.1368,4,0.0836,0.1152,0.144,3,0.066,0.1056,0.0918,4,0.1144,0.1472,0.18,V
1,8,6,14,27.54,26.96,0,0,35.06,38.44,45.46,6.12,3.93,12.93,4,0.448,0.4104,0.5412,3,0.36,0.3306,0.3444,4,0.128,0.1368,0.1148,2,0.104,0.114,0.1148,1,0.084,0.076,0.0738,1,0.1036,0.112,0.12,2,0.0896,0.1088,0.09,1,0.0616,0.0672,0.084,3,0.21,0.2592,0.153,1,0.0441,0.0392,0.0264,1,0.0546,0.0182,0.0198,3,0.1701,0.0882,0.1188,2,0.1092,0.1064,0.0484,5,0.1925,0.296,0.342,4,0.0836,0.1152,0.144,1,0.022,0.0352,0.0306,3,0.0858,0.1104,0.135,O
0,7,7,14,30.77,31.4,1,0,34.92,44.42,39.41,7.52,4.35,14.2,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,1,0.032,0.0342,0.0287,1,0.052,0.057,0.0574,1,0.084,0.076,0.0738,1,0.1036,0.112,0.12,3,0.1344,0.1632,0.135,5,0.308,0.336,0.42,1,0.07,0.0864,0.051,4,0.1764,0.1568,0.1056,1,0.0546,0.0182,0.0198,2,0.1134,0.0588,0.0792,1,0.0546,0.0532,0.0242,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,2,0.044,0.0704,0.0612,2,0.0572,0.0736,0.09,O
