Gender,Rhythm1,Rhythm2,Rtotal,CTest1,CTest2,Penalty1,Penalty2,CoorScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PHB1,PHV1,PHA1,PH2,PHB2,PHV2,PHA2,PH3,PHB3,PHV3,PHA3,PH4,PHB4,PHV4,PHA4,PH5,PHB5,PHV5,PHA5,R1,RB1,RV1,RA1,R2,RB2,RV2,RA2,R3,RB3,RV3,RA3,R4,RB4,RV4,RA4,S1,SB1,SV1,SA1,S2,SB2,SV2,SA2,S3,SB3,SV3,SA3,S4,SB4,SV4,SA4,PS1,PSB1,PSV1,PSA1,PS2,PSB2,PSV2,PSA2,PS3,PSB3,PSV3,PSA3,PS4,PSB4,PSV4,PSA4,Branch
1,5,7,12,27.01,28.74,0,2,34.87,37.49,41.38,4.83,3.96,12.49,2,0.224,0.2052,0.2706,4,0.48,0.4408,0.4592,3,0.096,0.1026,0.0861,4,0.208,0.228,0.2296,1,0.084,0.076,0.0738,4,0.4144,0.448,0.48,5,0.224,0.272,0.225,1,0.0616,0.0672,0.084,2,0.14,0.1728,0.102,1,0.0441,0.0392,0.0264,4,0.2184,0.0728,0.0792,1,0.0567,0.0294,0.0396,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,1,0.0209,0.0288,0.036,4,0.088,0.1408,0.1224,1,0.0286,0.0368,0.045,O
1,5,4,9,26.11,26.64,0,0,34.85,42.38,36.54,4.7,3.85,13.87,2,0.224,0.2052,0.2706,5,0.6,0.551,0.574,5,0.16,0.171,0.1435,2,0.104,0.114,0.1148,4,0.336,0.304,0.2952,3,0.3108,0.336,0.36,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,5,0.2205,0.196,0.132,1,0.0546,0.0182,0.0198,1,0.0567,0.0294,0.0396,3,0.1638,0.1596,0.0726,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,3,0.0858,0.1104,0.135,V
0,7,8,15,29.41,29.19,0,0,34.83,27.77,26.16,2.47,4.51,10,1,0.112,0.1026,0.1353,1,0.12,0.1102,0.1148,1,0.032,0.0342,0.0287,3,0.156,0.171,0.1722,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,3,0.1344,0.1632,0.135,5,0.308,0.336,0.42,4,0.28,0.3456,0.204,2,0.0882,0.0784,0.0528,4,0.2184,0.0728,0.0792,4,0.2268,0.1176,0.1584,5,0.273,0.266,0.121,4,0.154,0.2368,0.2736,3,0.0627,0.0864,0.108,2,0.044,0.0704,0.0612,1,0.0286,0.0368,0.045,O
0,5,5,10,37.23,29.22,1,0,34.73,31.14,33.79,4.43,4.47,10.44,2,0.224,0.2052,0.2706,1,0.12,0.1102,0.1148,2,0.064,0.0684,0.0574,3,0.156,0.171,0.1722,5,0.42,0.38,0.369,3,0.3108,0.336,0.36,3,0.1344,0.1632,0.135,1,0.0616,0.0672,0.084,4,0.28,0.3456,0.204,5,0.2205,0.196,0.132,4,0.2184,0.0728,0.0792,5,0.2835,0.147,0.198,4,0.2184,0.2128,0.0968,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,1,0.022,0.0352,0.0306,5,0.143,0.184,0.225,B
1,7,8,15,26.16,26.65,0,0,34.64,40.39,43.4,5.02,4.04,11,3,0.336,0.3078,0.4059,3,0.36,0.3306,0.3444,1,0.032,0.0342,0.0287,1,0.052,0.057,0.0574,1,0.084,0.076,0.0738,5,0.518,0.56,0.6,1,0.0448,0.0544,0.045,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,3,0.1638,0.1596,0.0726,2,0.077,0.1184,0.1368,1,0.0209,0.0288,0.036,1,0.022,0.0352,0.0306,4,0.1144,0.1472,0.18,B
1,8,4,12,32.97,32.48,0,0,34.61,29.43,32.01,6.97,4.79,3.95,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,1,0.052,0.057,0.0574,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,3,0.21,0.2592,0.153,1,0.0441,0.0392,0.0264,4,0.2184,0.0728,0.0792,1,0.0567,0.0294,0.0396,5,0.273,0.266,0.121,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,2,0.0572,0.0736,0.09,O
0,6,6,12,34.44,29.29,1,0,34.52,29.43,39.41,6.27,4.43,11.01,3,0.336,0.3078,0.4059,5,0.6,0.551,0.574,3,0.096,0.1026,0.0861,2,0.104,0.114,0.1148,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,2,0.0896,0.1088,0.09,3,0.1848,0.2016,0.252,5,0.35,0.432,0.255,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,3,0.1701,0.0882,0.1188,5,0.273,0.266,0.121,1,0.0385,0.0592,0.0684,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,3,0.0858,0.1104,0.135,B
1,3,7,10,27.74,26.19,0,0,34.51,32.89,36.54,2.82,4.19,8.81,2,0.224,0.2052,0.2706,5,0.6,0.551,0.574,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,2,0.168,0.152,0.1476,4,0.4144,0.448,0.48,2,0.0896,0.1088,0.09,1,0.0616,0.0672,0.084,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,3,0.1638,0.0546,0.0594,2,0.1134,0.0588,0.0792,5,0.273,0.266,0.121,5,0.1925,0.296,0.342,4,0.0836,0.1152,0.144,3,0.066,0.1056,0.0918,1,0.0286,0.0368,0.045,V
1,7,8,15,26.2,26.42,0,0,34.46,40.39,37.49,4.06,4.12,9.81,2,0.224,0.2052,0.2706,3,0.36,0.3306,0.3444,2,0.064,0.0684,0.0574,1,0.052,0.057,0.0574,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,1,0.0448,0.0544,0.045,3,0.1848,0.2016,0.252,4,0.28,0.3456,0.204,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,1,0.0209,0.0288,0.036,2,0.044,0.0704,0.0612,4,0.1144,0.1472,0.18,O
1,6,4,10,30.63,28.97,0,0,34.39,33.79,43.4,4.65,4.01,13.8,1,0.112,0.1026,0.1353,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,4,0.208,0.228,0.2296,5,0.42,0.38,0.369,4,0.4144,0.448,0.48,5,0.224,0.272,0.225,4,0.2464,0.2688,0.336,5,0.35,0.432,0.255,1,0.0441,0.0392,0.0264,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,5,0.273,0.266,0.121,1,0.0385,0.0592,0.0684,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,1,0.0286,0.0368,0.045,B
0,7,7,14,30.94,32.05,0,0,34.39,31.14,28.6,3.14,4.61,10.92,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,3,0.096,0.1026,0.0861,3,0.156,0.171,0.1722,5,0.42,0.38,0.369,5,0.518,0.56,0.6,5,0.224,0.272,0.225,4,0.2464,0.2688,0.336,5,0.35,0.432,0.255,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,5,0.2835,0.147,0.198,1,0.0546,0.0532,0.0242,2,0.077,0.1184,0.1368,3,0.0627,0.0864,0.108,1,0.022,0.0352,0.0306,1,0.0286,0.0368,0.045,B
1,5,5,10,29.16,27.14,0,0,34.38,39.41,47.58,6.79,4.16,10.19,3,0.336,0.3078,0.4059,1,0.12,0.1102,0.1148,3,0.096,0.1026,0.0861,1,0.052,0.057,0.0574,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,5,0.224,0.272,0.225,1,0.0616,0.0672,0.084,2,0.14,0.1728,0.102,1,0.0441,0.0392,0.0264,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,5,0.273,0.266,0.121,5,0.1925,0.296,0.342,3,0.0627,0.0864,0.108,5,0.11,0.176,0.153,4,0.1144,0.1472,0.18,O
1,5,5,10,27.36,26.26,0,0,34.24,27.77,35.61,2.52,4.15,9.35,4,0.448,0.4104,0.5412,4,0.48,0.4408,0.4592,1,0.032,0.0342,0.0287,5,0.26,0.285,0.287,1,0.084,0.076,0.0738,5,0.518,0.56,0.6,3,0.1344,0.1632,0.135,2,0.1232,0.1344,0.168,2,0.14,0.1728,0.102,2,0.0882,0.0784,0.0528,3,0.1638,0.0546,0.0594,5,0.2835,0.147,0.198,5,0.273,0.266,0.121,5,0.1925,0.296,0.342,5,0.1045,0.144,0.18,4,0.088,0.1408,0.1224,3,0.0858,0.1104,0.135,A
1,7,7,14,28.1,27.19,0,0,34.19,43.4,43.4,5.47,4.32,8.26,3,0.336,0.3078,0.4059,1,0.12,0.1102,0.1148,3,0.096,0.1026,0.0861,1,0.052,0.057,0.0574,4,0.336,0.304,0.2952,2,0.2072,0.224,0.24,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,1,0.07,0.0864,0.051,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,5,0.273,0.266,0.121,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,1,0.022,0.0352,0.0306,5,0.143,0.184,0.225,O
1,5,5,10,28.31,27.2,0,0,34.13,38.44,41.38,4.83,4.24,9.21,3,0.336,0.3078,0.4059,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,2,0.104,0.114,0.1148,5,0.42,0.38,0.369,4,0.4144,0.448,0.48,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,5,0.2205,0.196,0.132,3,0.1638,0.0546,0.0594,3,0.1701,0.0882,0.1188,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,1,0.022,0.0352,0.0306,2,0.0572,0.0736,0.09,B
0,7,8,15,31.27,29.42,2,0,34.11,21.62,30.28,3.29,5.01,3.8,4,0.448,0.4104,0.5412,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,4,0.208,0.228,0.2296,5,0.42,0.38,0.369,1,0.1036,0.112,0.12,4,0.1792,0.2176,0.18,4,0.2464,0.2688,0.336,2,0.14,0.1728,0.102,5,0.2205,0.196,0.132,1,0.0546,0.0182,0.0198,3,0.1701,0.0882,0.1188,4,0.2184,0.2128,0.0968,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,4,0.088,0.1408,0.1224,5,0.143,0.184,0.225,A
0,7,7,14,31.03,31.03,0,0,34.08,39.41,36.54,5.86,4.67,10.14,1,0.112,0.1026,0.1353,2,0.24,0.2204,0.2296,5,0.16,0.171,0.1435,5,0.26,0.285,0.287,5,0.42,0.38,0.369,5,0.518,0.56,0.6,1,0.0448,0.0544,0.045,3,0.1848,0.2016,0.252,4,0.28,0.3456,0.204,1,0.0441,0.0392,0.0264,3,0.1638,0.0546,0.0594,1,0.0567,0.0294,0.0396,4,0.2184,0.2128,0.0968,1,0.0385,0.0592,0.0684,3,0.0627,0.0864,0.108,4,0.088,0.1408,0.1224,4,0.1144,0.1472,0.18,V
1,7,8,15,28.27,26.3,0,0,34.04,46.51,45.46,6.03,4.43,5.25,1,0.112,0.1026,0.1353,2,0.24,0.2204,0.2296,1,0.032,0.0342,0.0287,2,0.104,0.114,0.1148,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,4,0.1792,0.2176,0.18,1,0.0616,0.0672,0.084,2,0.14,0.1728,0.102,3,0.1323,0.1176,0.0792,3,0.1638,0.0546,0.0594,4,0.2268,0.1176,0.1584,4,0.2184,0.2128,0.0968,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,2,0.0572,0.0736,0.09,O
1,4,7,11,28.14,27.28,1,0,33.82,57.69,57.69,10,4.03,11.74,3,0.336,0.3078,0.4059,4,0.48,0.4408,0.4592,1,0.032,0.0342,0.0287,2,0.104,0.114,0.1148,3,0.252,0.228,0.2214,3,0.3108,0.336,0.36,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,1,0.0546,0.0182,0.0198,5,0.2835,0.147,0.198,2,0.1092,0.1064,0.0484,4,0.154,0.2368,0.2736,1,0.0209,0.0288,0.036,1,0.022,0.0352,0.0306,4,0.1144,0.1472,0.18,A
0,7,8,15,32.64,29.58,1,0,33.59,46.51,41.38,8.59,4.14,14.59,3,0.336,0.3078,0.4059,3,0.36,0.3306,0.3444,2,0.064,0.0684,0.0574,4,0.208,0.228,0.2296,4,0.336,0.304,0.2952,1,0.1036,0.112,0.12,1,0.0448,0.0544,0.045,4,0.2464,0.2688,0.336,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,3,0.1638,0.0546,0.0594,1,0.0567,0.0294,0.0396,3,0.1638,0.1596,0.0726,4,0.154,0.2368,0.2736,1,0.0209,0.0288,0.036,3,0.066,0.1056,0.0918,1,0.0286,0.0368,0.045,O
1,7,8,15,27.05,26.46,0,0,33.38,39.41,55.36,8.87,3.83,14.11,3,0.336,0.3078,0.4059,5,0.6,0.551,0.574,5,0.16,0.171,0.1435,2,0.104,0.114,0.1148,5,0.42,0.38,0.369,3,0.3108,0.336,0.36,4,0.1792,0.2176,0.18,2,0.1232,0.1344,0.168,3,0.21,0.2592,0.153,3,0.1323,0.1176,0.0792,5,0.273,0.091,0.099,2,0.1134,0.0588,0.0792,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,5,0.11,0.176,0.153,1,0.0286,0.0368,0.045,B
1,7,7,14,27.47,27.98,0,0,33.07,40.39,44.42,5.79,4.28,8.65,5,0.56,0.513,0.6765,5,0.6,0.551,0.574,4,0.128,0.1368,0.1148,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,3,0.3108,0.336,0.36,5,0.224,0.272,0.225,2,0.1232,0.1344,0.168,2,0.14,0.1728,0.102,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,2,0.1134,0.0588,0.0792,3,0.1638,0.1596,0.0726,5,0.1925,0.296,0.342,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,3,0.0858,0.1104,0.135,A
1,5,7,12,29.11,27.57,2,0,32.69,46.51,42.38,6.46,4.04,11.53,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,3,0.096,0.1026,0.0861,1,0.052,0.057,0.0574,5,0.42,0.38,0.369,5,0.518,0.56,0.6,1,0.0448,0.0544,0.045,3,0.1848,0.2016,0.252,5,0.35,0.432,0.255,1,0.0441,0.0392,0.0264,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,3,0.1638,0.1596,0.0726,3,0.1155,0.1776,0.2052,1,0.0209,0.0288,0.036,5,0.11,0.176,0.153,3,0.0858,0.1104,0.135,V
0,7,5,12,32.05,30.01,0,0,32.22,37.49,39.41,6.27,4.62,8.62,4,0.448,0.4104,0.5412,5,0.6,0.551,0.574,4,0.128,0.1368,0.1148,1,0.052,0.057,0.0574,2,0.168,0.152,0.1476,1,0.1036,0.112,0.12,1,0.0448,0.0544,0.045,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,1,0.0441,0.0392,0.0264,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,2,0.1092,0.1064,0.0484,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,2,0.044,0.0704,0.0612,2,0.0572,0.0736,0.09,O
0,4,7,11,32.02,31.71,1,1,31.93,40.39,44.42,7.52,4.35,14.18,2,0.224,0.2052,0.2706,5,0.6,0.551,0.574,2,0.064,0.0684,0.0574,1,0.052,0.057,0.0574,1,0.084,0.076,0.0738,5,0.518,0.56,0.6,1,0.0448,0.0544,0.045,5,0.308,0.336,0.42,1,0.07,0.0864,0.051,4,0.1764,0.1568,0.1056,5,0.273,0.091,0.099,5,0.2835,0.147,0.198,2,0.1092,0.1064,0.0484,1,0.0385,0.0592,0.0684,4,0.0836,0.1152,0.144,3,0.066,0.1056,0.0918,1,0.0286,0.0368,0.045,B
1,8,7,15,30.42,27.95,0,0,31.25,42.38,41.38,5.14,4.25,9.04,4,0.448,0.4104,0.5412,1,0.12,0.1102,0.1148,4,0.128,0.1368,0.1148,3,0.156,0.171,0.1722,5,0.42,0.38,0.369,3,0.3108,0.336,0.36,5,0.224,0.272,0.225,1,0.0616,0.0672,0.084,3,0.21,0.2592,0.153,3,0.1323,0.1176,0.0792,1,0.0546,0.0182,0.0198,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,2,0.077,0.1184,0.1368,2,0.0418,0.0576,0.072,3,0.066,0.1056,0.0918,4,0.1144,0.1472,0.18,V
1,2,5,7,27.1,28.19,0,2,30.69,44.42,43.4,5.35,3.9,13.11,1,0.112,0.1026,0.1353,1,0.12,0.1102,0.1148,1,0.032,0.0342,0.0287,1,0.052,0.057,0.0574,4,0.336,0.304,0.2952,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,3,0.1848,0.2016,0.252,3,0.21,0.2592,0.153,4,0.1764,0.1568,0.1056,2,0.1092,0.0364,0.0396,2,0.1134,0.0588,0.0792,4,0.2184,0.2128,0.0968,4,0.154,0.2368,0.2736,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,1,0.0286,0.0368,0.045,O
1,7,5,12,29.19,28.11,1,0,30.6,45.46,40.39,6.12,4.41,7.11,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,5,0.16,0.171,0.1435,2,0.104,0.114,0.1148,4,0.336,0.304,0.2952,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,4,0.28,0.3456,0.204,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,3,0.1701,0.0882,0.1188,3,0.1638,0.1596,0.0726,2,0.077,0.1184,0.1368,1,0.0209,0.0288,0.036,4,0.088,0.1408,0.1224,3,0.0858,0.1104,0.135,B
1,6,3,9,30.94,27.14,0,0,30.53,45.46,44.42,5.69,4.25,7.89,4,0.448,0.4104,0.5412,5,0.6,0.551,0.574,5,0.16,0.171,0.1435,4,0.208,0.228,0.2296,4,0.336,0.304,0.2952,2,0.2072,0.224,0.24,5,0.224,0.272,0.225,3,0.1848,0.2016,0.252,5,0.35,0.432,0.255,2,0.0882,0.0784,0.0528,4,0.2184,0.0728,0.0792,1,0.0567,0.0294,0.0396,2,0.1092,0.1064,0.0484,4,0.154,0.2368,0.2736,4,0.0836,0.1152,0.144,4,0.088,0.1408,0.1224,1,0.0286,0.0368,0.045,A
0,5,4,9,-2,30.54,0,0,30.52,26.16,38.44,5.95,4.67,7.98,2,0.224,0.2052,0.2706,2,0.24,0.2204,0.2296,2,0.064,0.0684,0.0574,3,0.156,0.171,0.1722,5,0.42,0.38,0.369,3,0.3108,0.336,0.36,3,0.1344,0.1632,0.135,1,0.0616,0.0672,0.084,2,0.14,0.1728,0.102,3,0.1323,0.1176,0.0792,4,0.2184,0.0728,0.0792,3,0.1701,0.0882,0.1188,2,0.1092,0.1064,0.0484,3,0.1155,0.1776,0.2052,3,0.0627,0.0864,0.108,3,0.066,0.1056,0.0918,4,0.1144,0.1472,0.18,O
1,4,6,10,32.1,27.15,1,0,30.47,38.44,46.51,6.03,4.25,7.89,4,0.448,0.4104,0.5412,4,0.48,0.4408,0.4592,2,0.064,0.0684,0.0574,5,0.26,0.285,0.287,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,5,0.35,0.432,0.255,4,0.1764,0.1568,0.1056,4,0.2184,0.0728,0.0792,1,0.0567,0.0294,0.0396,5,0.273,0.266,0.121,1,0.0385,0.0592,0.0684,2,0.0418,0.0576,0.072,2,0.044,0.0704,0.0612,1,0.0286,0.0368,0.045,B
1,4,6,10,29.16,28.23,0,0,30.16,32.89,36.54,3.29,4.03,11.74,4,0.448,0.4104,0.5412,2,0.24,0.2204,0.2296,5,0.16,0.171,0.1435,2,0.104,0.114,0.1148,1,0.084,0.076,0.0738,5,0.518,0.56,0.6,2,0.0896,0.1088,0.09,2,0.1232,0.1344,0.168,2,0.14,0.1728,0.102,3,0.1323,0.1176,0.0792,2,0.1092,0.0364,0.0396,1,0.0567,0.0294,0.0396,2,0.1092,0.1064,0.0484,4,0.154,0.2368,0.2736,2,0.0418,0.0576,0.072,1,0.022,0.0352,0.0306,4,0.1144,0.1472,0.18,O
1,8,7,15,28.87,28.29,1,0,29.9,49.74,51.95,8.18,3.75,15,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,2,0.064,0.0684,0.0574,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,5,0.518,0.56,0.6,4,0.1792,0.2176,0.18,1,0.0616,0.0672,0.084,5,0.35,0.432,0.255,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,5,0.2835,0.147,0.198,1,0.0546,0.0532,0.0242,2,0.077,0.1184,0.1368,4,0.0836,0.1152,0.144,5,0.11,0.176,0.153,2,0.0572,0.0736,0.09,A
1,4,6,10,27.31,27.63,0,0,29.82,40.39,29.43,4.06,4.01,11.46,2,0.224,0.2052,0.2706,3,0.36,0.3306,0.3444,3,0.096,0.1026,0.0861,2,0.104,0.114,0.1148,2,0.168,0.152,0.1476,4,0.4144,0.448,0.48,3,0.1344,0.1632,0.135,1,0.0616,0.0672,0.084,1,0.07,0.0864,0.051,2,0.0882,0.0784,0.0528,1,0.0546,0.0182,0.0198,4,0.2268,0.1176,0.1584,3,0.1638,0.1596,0.0726,4,0.154,0.2368,0.2736,5,0.1045,0.144,0.18,3,0.066,0.1056,0.0918,2,0.0572,0.0736,0.09,O
1,8,6,14,29.11,28.98,0,0,29.61,38.44,44.42,6.23,4.01,10.83,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,5,0.16,0.171,0.1435,3,0.156,0.171,0.1722,3,0.252,0.228,0.2214,2,0.2072,0.224,0.24,2,0.0896,0.1088,0.09,5,0.308,0.336,0.42,1,0.07,0.0864,0.051,1,0.0441,0.0392,0.0264,4,0.2184,0.0728,0.0792,3,0.1701,0.0882,0.1188,5,0.273,0.266,0.121,4,0.154,0.2368,0.2736,5,0.1045,0.144,0.18,2,0.044,0.0704,0.0612,5,0.143,0.184,0.225,A
1,7,5,12,28.79,27.51,0,0,29,47.58,48.65,6.71,3.88,13.39,5,0.56,0.513,0.6765,4,0.48,0.4408,0.4592,1,0.032,0.0342,0.0287,2,0.104,0.114,0.1148,3,0.252,0.228,0.2214,3,0.3108,0.336,0.36,1,0.0448,0.0544,0.045,2,0.1232,0.1344,0.168,5,0.35,0.432,0.255,5,0.2205,0.196,0.132,2,0.1092,0.0364,0.0396,5,0.2835,0.147,0.198,2,0.1092,0.1064,0.0484,3,0.1155,0.1776,0.2052,4,0.0836,0.1152,0.144,3,0.066,0.1056,0.0918,1,0.0286,0.0368,0.045,B
0,6,4,10,31.17,34.02,1,0,28.49,34.69,35.61,5.03,4.28,12.81,4,0.448,0.4104,0.5412,4,0.48,0.4408,0.4592,4,0.128,0.1368,0.1148,5,0.26,0.285,0.287,3,0.252,0.228,0.2214,2,0.2072,0.224,0.24,4,0.1792,0.2176,0.18,5,0.308,0.336,0.42,1,0.07,0.0864,0.051,5,0.2205,0.196,0.132,3,0.1638,0.0546,0.0594,5,0.2835,0.147,0.198,1,0.0546,0.0532,0.0242,1,0.0385,0.0592,0.0684,5,0.1045,0.144,0.18,4,0.088,0.1408,0.1224,2,0.0572,0.0736,0.09,A
